#cathEX_trigg	cathEX_clip	cathEY_trigg	cathEY_clip	cathWX_trigg	cathWX_clip	cathWY_trigg	cathWY_clip
0.06		3		0.09		3.6		0.07		3.7		0.09		2.6
0.06		3.6		0.11		4.7		0.06		3.3		0.08		4.8
0.06		3.4		0.09		5		0.06		3		0.07		4.5
0.06		3.4		0.11		4.1		0.08		3		0.09		4
0.07		3.7		0.11		4.2		0.08		3.4		0.09		3.9
0.07		4		0.11		4.9		0.08		4.2		0.08		4
0.07		3.9		0.11		5.2		0.08		4.5		0.08		3.9
0.08		4.3		0.12		4.6		0.09		5		0.09		3.5
0.09		4.7		0.11		4.6		0.09		4.8		0.11		3.7
0.09		5.1		0.1		4.5		0.1		5.1		0.1		4
0.1		4.9		0.1		5.4		0.11		5.4		0.1		3.6
0.11		5.1		0.1		3.8		0.1		5.1		0.1		3.9
0.12		5.8		0.09		4.5		0.12		5.3		0.11		4
0.13		5.7		0.09		5.1		0.12		6.1		0.12		4.9
0.12		7.1		0.1		4.5		0.13		6.2		0.11		5
0.13		5.4		0.09		5.9		0.16		5.6		0.11		4.1
