#cathEX_trigg	cathEX_clip	cathEY_trigg	cathEY_clip	cathWX_trigg	cathWX_clip	cathWY_trigg	cathWY_clip
0.06		4		0.09		3		0.05		2.6		2.05		9
0.06		5.7		0.11		5.4		0.04		2.4		0.06		3.6
0.07		4.6		0.12		6		0.04		2.5		0.05		3.1
0.07		4.7		0.13		5.9		0.06		2.4		0.07		3.1
0.08		4.9		0.13		5.1		0.06		2.6		0.07		3
0.08		5.1		0.12		5.4		0.05		3.1		0.06		2.8
0.07		5.7		0.13		5.3		0.06		3.1		0.06		2.8
0.08		5.9		0.13		5.1		0.07		3.3		0.07		2.7
0.09		5.5		0.13		5.5		0.07		3.3		0.07		3
0.08		6.4		0.14		5.4		0.07		4		0.07		2.8
0.1		5.9		0.13		5.5		0.08		4.9		0.07		2.9
0.1		5.5		0.14		5.3		0.08		3.8		0.07		3
0.11		5.8		0.13		6		0.08		4.1		0.07		3.2
0.1		5.9		0.14		6.4		0.07		3.8		0.08		3.5
0.1		6		0.14		7.1		0.07		4.2		0.07		3.2
0.09		5.7		0.11		5.1		0.08		4		0.07		2.1
