#cathEX_trigg	cathEX_clip	cathEY_trigg	cathEY_clip	cathWX_trigg	cathWX_clip	cathWY_trigg	cathWY_clip
0.05		3.1		0.1		4.2		0.04		3		1.3		9
0.06		3.9		0.12		5.1		0.04		2.2		0.05		3.4
0.06		4.1		0.11		6.8		0.04		2.3		0.05		3.1
0.07		4		0.12		5.5		0.06		2.4		0.06		3
0.07		4.7		0.12		4.1		0.05		2.7		0.06		2.7
0.07		5		0.13		5.2		0.06		3.3		0.06		2.5
0.07		5		0.13		4.8		0.07		3.2		0.06		2.8
0.07		5.1		0.13		5.7		0.07		3.4		0.07		2.7
0.08		5.6		0.13		5.6		0.08		3.5		0.07		2.7
0.09		6.6		0.12		5.7		0.08		3.6		0.08		2.6
0.09		6.8		0.14		5.2		0.08		4.8		0.07		2.8
0.12		5.6		0.15		5.8		0.07		4.5		0.08		3.5
0.11		7.1		0.14		5.8		0.08		3.8		0.08		4
0.11		7		0.13		5.5		0.07		4		0.09		3.8
0.11		6.4		0.13		5.5		0.07		4.1		0.09		3.7
0.1		9		0.1		3		0.09		3		0.08		2.6
