#cathEX_trigg	cathEX_clip	cathEY_trigg	cathEY_clip	cathWX_trigg	cathWX_clip	cathWY_trigg	cathWY_clip
0.06		4.6		0.09		3.5		0.05		2.3		0.05		2.5
0.05		3.9		0.1		4.1		0.04		2		0.06		2.7
0.06		3.3		0.09		4.7		0.04		1.9		0.06		2.8
0.06		3.3		0.11		4.3		0.06		2.2		0.07		2.6
0.06		3.6		0.11		4.1		0.05		2.3		0.07		2.4
0.06		3.8		0.11		4.4		0.06		2.6		0.06		2.4
0.07		3.9		0.11		5.2		0.06		2.6		0.06		2.2
0.08		4.4		0.12		4.6		0.07		3		0.06		2.2
0.08		4.6		0.11		4		0.07		2.7		0.07		2.3
0.08		4.8		0.09		4.3		0.07		3.2		0.06		2.3
0.09		5		0.1		6		0.07		3.6		0.06		2.4
0.11		5.6		0.1		4.2		0.07		3.9		0.07		2.6
0.12		5.5		0.08		4.9		0.07		4		0.08		2.9
0.12		5.7		0.08		5.3		0.06		4.1		0.09		3.1
0.12		6.7		0.09		4.9		0.07		4.5		0.08		4.2
0.13		5		0.09		4.7		5.23		12		0.07		2.4
