#cathEX_trigg	cathEX_clip	cathEY_trigg	cathEY_clip	cathWX_trigg	cathWX_clip	cathWY_trigg	cathWY_clip
0.05		3		0.08		2.3		0.04		3.2		0.06		2.7
0.05		3.2		0.09		4.3		0.04		1.9		0.06		3.2
0.05		3.2		0.09		4.2		0.04		1.8		0.06		3
0.06		3.3		0.1		4.1		0.05		2.3		0.07		2.7
0.07		3.6		0.1		4		0.06		2.5		0.07		2.7
0.07		3.6		0.1		4.3		0.06		2.8		0.06		2.5
0.07		4		0.1		4.5		0.06		2.9		0.07		2.6
0.08		4.3		0.12		4.5		0.07		3.4		0.07		2.4
0.08		4.3		0.12		4.3		0.07		3.5		0.08		2.4
0.08		4.7		0.1		4.7		0.07		3.9		0.07		2.6
0.09		5		0.1		5.3		0.08		4		0.07		2.7
0.09		5.1		0.1		3.9		0.08		4.1		0.07		2.7
0.1		5		0.08		4.3		0.09		3.8		0.07		3.3
0.1		5.4		0.08		4.5		0.09		3.4		0.07		3.6
0.11		5.6		0.09		4.7		0.08		3.8		0.07		5
0.12		6.5		0.07		4.7		0.1		7.3		0.08		4.2
