#cathEX_trigg	cathEX_clip	cathEY_trigg	cathEY_clip	cathWX_trigg	cathWX_clip	cathWY_trigg	cathWY_clip
0.06		4.4		0.09		3		0.05		3.5		0.05		3.3
0.06		4.4		0.12		4.6		0.05		2.5		0.06		3.1
0.06		3.7		0.12		5.4		0.06		2.2		0.06		3.4
0.07		3.6		0.13		4.6		0.07		2.4		0.08		3.5
0.08		3.6		0.12		4.6		0.07		2.6		0.08		2.9
0.08		4.3		0.11		5		0.07		3.2		0.08		2.7
0.09		4.9		0.12		4.7		0.07		3.4		0.08		2.8
0.09		4.5		0.13		4.7		0.08		3.6		0.08		2.6
0.1		5.2		0.13		4.7		0.08		3.8		0.08		2.9
0.1		5.3		0.1		5.1		0.08		4.6		0.08		2.8
0.11		5.2		0.11		6		0.08		4.4		0.08		2.9
0.11		5.3		0.11		4.2		0.08		4.2		0.09		2.8
0.12		5.4		0.1		5.1		0.09		4.2		0.09		3.6
0.11		5.9		0.11		5.8		0.09		3.9		0.08		3.8
0.13		7		0.12		5.4		0.09		4.8		0.07		4.5
0.16		6.1		0.1		4.3		0.11		7		0.07		2.7
