RunLengthEast	725.982976
RunLengthWest	724.506816
RunLengthTrue	724.701632
UCNMon4Integral	210.000005
old_RunLengthEast	725.982976
old_RunLengthWest	724.506816
old_RunLengthTrue	724.701632
