RunLengthEast	3272.55834
RunLengthWest	3265.90413
RunLengthTrue	3266.78246
UCNMon4Integral	16278.9922
old_RunLengthEast	3272.55834
old_RunLengthWest	3265.90413
old_RunLengthTrue	3266.78246
