RunLengthEast	2754.61658
RunLengthWest	2760.22908
RunLengthTrue	2755.35731
UCNMon4Integral	6535.99964
old_RunLengthEast	3004.54938
old_RunLengthWest	3010.6711
old_RunLengthTrue	3005.35731
