RunLengthEast	1504.29491
RunLengthWest	1507.35987
RunLengthTrue	1504.69952
UCNMon4Integral	3958.99941
old_RunLengthEast	1504.29491
old_RunLengthWest	1507.35987
old_RunLengthTrue	1504.69952
