RunLengthEast	733.994368
RunLengthWest	735.489856
RunLengthTrue	734.191744
UCNMon4Integral	85.0000015
old_RunLengthEast	733.994368
old_RunLengthWest	735.489856
old_RunLengthTrue	734.191744
